inputs,context,topic,org_label,set-0,id,label
"(""It seem to me that the pallid feature of the butler turn a shade paler still as he listen to his master 's question ."",)",,,0,test,8639,0
"(""`` There be only two woman in the house , Sir Henry , '' he answer ."",)",,,0,test,8640,0
"('`` One be the scullery-maid , who sleep in the other wing .',)",,,0,test,8641,0
"(""The other be my wife , and I can answer for it that the sound could not have come from her . ''"",)",,,1,test,8642,1
"('And yet he lie as he say it , for it chance that after breakfast I meet Mrs. Barrymore in the long corridor with the sun full upon her face .',)",,,0,test,8643,0
"('She be a large , impassive , heavy-featured woman with a stern set expression of mouth .',)",,,0,test,8644,0
"('But her telltale eye be red and glanced at me from between swollen lid .',)",,,0,test,8645,0
"('It be she , then , who weep in the night , and if she do so her husband must know it .',)",,,0,test,8646,0
"('Yet he have take the obvious risk of discovery in declare that it be not so .',)",,,1,test,8647,1
"('Why have he do this ?',)",,,0,test,8648,0
"('And why do she weep so bitterly ?',)",,,0,test,8649,0
"('Already round this pale-faced , handsome , black-bearded man there be gather an atmosphere of mystery and of gloom .',)",,,0,test,8650,0
"(""It be he who have be the first to discover the body of Sir Charles , and we have only his word for all the circumstance which lead up to the old man 's death ."",)",,,0,test,8651,0
"('Be it possible that it be Barrymore , after all , whom we have see in the cab in Regent Street ?',)",,,0,test,8652,0
"('The beard might well have be the same .',)",,,0,test,8653,0
"('The cabman have describe a somewhat short man , but such an impression might easily have be erroneous .',)",,,0,test,8654,0
"('How could I settle the point forever ?',)",,,0,test,8655,0
"(""Obviously the first thing to do be to see the Grimpen postmaster and find whether the test telegram have really be place in Barrymore 's own hand ."",)",,,0,test,8656,0
"('Be the answer what it might , I should at least have something to report to Sherlock Holmes .',)",,,0,test,8657,0
"('Sir Henry have numerous paper to examine after breakfast , so that the time be propitious for my excursion .',)",,,0,test,8658,0
"('It be a pleasant walk of four mile along the edge of the moor , lead me at last to a small gray hamlet , in which two large building , which prove to be the inn and the house of Dr. Mortimer , stand high above the rest .',)",,,0,test,8659,0
"('The postmaster , who be also the village grocer , have a clear recollection of the telegram .',)",,,0,test,8660,0
"(""`` Certainly , sir , '' say he , `` I have the telegram deliver to Mr. Barrymore exactly as direct . ''"",)",,,0,test,8661,0
"(""`` Who deliver it ? ''"",)",,,0,test,8662,0
"('`` My boy here .',)",,,0,test,8663,0
"(""James , you deliver that telegram to Mr. Barrymore at the Hall last week , do you not ? ''"",)",,,0,test,8664,0
"(""`` Yes , father , I deliver it . ''"",)",,,0,test,8665,0
"(""`` Into his own hand ? '' I ask ."",)",,,0,test,8666,0
"(""`` Well , he be up in the loft at the time , so that I could not put it into his own hand , but I give it into Mrs. Barrymore 's hand , and she promise to deliver it at once . ''"",)",,,1,test,8667,1
"(""`` Did you see Mr. Barrymore ? ''"",)",,,0,test,8668,0
"(""`` No , sir ; I tell you he be in the loft . ''"",)",,,1,test,8669,1
"(""`` If you do n't see him , how do you know he be in the loft ? ''"",)",,,1,test,8670,1
"(""`` Well , surely his own wife ought to know where he be , '' say the postmaster testily ."",)",,,0,test,8671,0
"(""`` Do n't he get the telegram ?"",)",,,1,test,8672,1
"(""If there be any mistake it be for Mr. Barrymore himself to complain . ''"",)",,,0,test,8673,0
"(""It seem hopeless to pursue the inquiry any farther , but it be clear that in spite of Holmes 's ruse we have no proof that Barrymore have not be in London all the time ."",)",,,1,test,8674,1
"('Suppose that it be so -- suppose that the same man have be the last who have see Sir Charles alive , and the first to dog the new heir when he return to England .',)",,,0,test,8675,0
"('What then ?',)",,,0,test,8676,0
"('Be he the agent of other or have he some sinister design of his own ?',)",,,0,test,8677,0
"('What interest could he have in persecute the Baskerville family ?',)",,,0,test,8678,0
"('I think of the strange warning clip out of the lead article of the Times .',)",,,0,test,8679,0
"('Be that his work or be it possibly the doing of someone who be bent upon counteract his scheme ?',)",,,0,test,8680,0
"('The only conceivable motive be that which have be suggest by Sir Henry , that if the family could be scar away a comfortable and permanent home would be secure for the Barrymore .',)",,,0,test,8681,0
"('But surely such an explanation as that would be quite inadequate to account for the deep and subtle scheming which seem to be weave an invisible net round the young baronet .',)",,,1,test,8682,1
"('Holmes himself have say that no more complex case have come to him in all the long series of his sensational investigation .',)",,,1,test,8683,1
"('I pray , as I walk back along the gray , lonely road , that my friend might soon be free from his preoccupation and able to come down to take this heavy burden of responsibility from my shoulder .',)",,,0,test,8684,0
"('Suddenly my thought be interrupt by the sound of run foot behind me and by a voice which call me by name .',)",,,0,test,8685,0
"('I turn , expect to see Dr. Mortimer , but to my surprise it be a stranger who be pursue me .',)",,,0,test,8686,0
"('He be a small , slim , clean-shaven , prim-faced man , flaxen-haired and leanjawe , between thirty and forty year of age , dress in a gray suit and wear a straw hat .',)",,,0,test,8687,0
"('A tin box for botanical specimen hang over his shoulder and he carry a green butterfly-net in one of his hand .',)",,,0,test,8688,0
"(""`` You will , I be sure , excuse my presumption , Dr. Watson , '' say he as he come pant up to where I stand ."",)",,,0,test,8689,0
"('`` Here on the moor we be homely folk and do not wait for formal introduction .',)",,,1,test,8690,1
"('You may possibly have hear my name from our mutual friend , Mortimer .',)",,,0,test,8691,0
"(""I be Stapleton , of Merripit House . ''"",)",,,0,test,8692,0
"(""`` Your net and box would have tell me as much , '' say I , `` for I know that Mr. Stapleton be a naturalist ."",)",,,0,test,8693,0
"(""But how do you know me ? ''"",)",,,0,test,8694,0
"('`` I have be call on Mortimer , and he point you out to me from the window of his surgery as you pass .',)",,,0,test,8695,0
"('As our road lie the same way I think that I would overtake you and introduce myself .',)",,,0,test,8696,0
"(""I trust that Sir Henry be none the worse for his journey ? ''"",)",,,1,test,8697,1
"(""`` He be very well , thank you . ''"",)",,,0,test,8698,0
"('`` We be all rather afraid that after the sad death of Sir Charles the new baronet might refuse to live here .',)",,,0,test,8699,0
"('It be ask much of a wealthy man to come down and bury himself in a place of this kind , but I need not tell you that it mean a very great deal to the countryside .',)",,,1,test,8700,1
"(""Sir Henry have , I suppose , no superstitious fear in the matter ? ''"",)",,,1,test,8701,1
"(""`` I do not think that it be likely . ''"",)",,,1,test,8702,1
"(""`` Of course you know the legend of the fiend dog which haunt the family ? ''"",)",,,0,test,8703,0
"(""`` I have hear it . ''"",)",,,0,test,8704,0
"('`` It be extraordinary how credulous the peasant be about here !',)",,,0,test,8705,0
"(""Any number of them be ready to swear that they have see such a creature upon the moor . ''"",)",,,0,test,8706,0
"('He speak with a smile , but I seem to read in his eye that he take the matter more seriously .',)",,,0,test,8707,0
"(""`` The story take a great hold upon the imagination of Sir Charles , and I have no doubt that it lead to his tragic end . ''"",)",,,1,test,8708,1
"(""`` But how ? ''"",)",,,0,test,8709,0
"('`` His nerve be so work up that the appearance of any dog might have have a fatal effect upon his diseased heart .',)",,,0,test,8710,0
"('I fancy that he really do see something of the kind upon that last night in the yew alley .',)",,,0,test,8711,0
"(""I fear that some disaster might occur , for I be very fond of the old man , and I know that his heart be weak . ''"",)",,,0,test,8712,0
"(""`` How do you know that ? ''"",)",,,0,test,8713,0
"(""`` My friend Mortimer tell me . ''"",)",,,0,test,8714,0
"(""`` You think , then , that some dog pursue Sir Charles , and that he die of fright in consequence ? ''"",)",,,0,test,8715,0
"(""`` Have you any good explanation ? ''"",)",,,0,test,8716,0
"(""`` I have not come to any conclusion . ''"",)",,,1,test,8717,1
"(""`` Has Mr. Sherlock Holmes ? ''"",)",,,0,test,8718,0
"('The word take away my breath for an instant but a glance at the placid face and steadfast eye of my companion show that no surprise be intend .',)",,,1,test,8719,1
"(""`` It be useless for us to pretend that we do not know you , Dr. Watson , '' say he ."",)",,,1,test,8720,1
"('`` The record of your detective have reach us here , and you could not celebrate him without be know yourself .',)",,,1,test,8721,1
"('When Mortimer tell me your name he could not deny your identity .',)",,,1,test,8722,1
"(""If you be here , then it follow that Mr. Sherlock Holmes be interesting himself in the matter , and I be naturally curious to know what view he may take . ''"",)",,,0,test,8723,0
"(""`` I be afraid that I can not answer that question . ''"",)",,,1,test,8724,1
"(""`` May I ask if he be go to honour us with a visit himself ? ''"",)",,,0,test,8725,0
"('`` He can not leave town at present .',)",,,1,test,8726,1
"(""He have other case which engage his attention . ''"",)",,,0,test,8727,0
"('`` What a pity !',)",,,0,test,8728,0
"('He might throw some light on that which be so dark to us .',)",,,0,test,8729,0
"('But as to your own research , if there be any possible way in which I can be of service to you I trust that you will command me .',)",,,0,test,8730,0
"(""If I have any indication of the nature of your suspicion or how you propose to investigate the case , I might perhaps even now give you some aid or advice . ''"",)",,,0,test,8731,0
"(""`` I assure you that I be simply here upon a visit to my friend , Sir Henry , and that I need no help of any kind . ''"",)",,,1,test,8732,1
"(""`` Excellent ! '' say Stapleton ."",)",,,0,test,8733,0
"('`` You be perfectly right to be wary and discreet .',)",,,0,test,8734,0
"(""I be justly reprove for what I feel be an unjustifiable intrusion , and I promise you that I will not mention the matter again . ''"",)",,,1,test,8735,1
"('We have come to a point where a narrow grassy path strike off from the road and wound away across the moor .',)",,,0,test,8736,0
"('A steep , boulder-sprinkled hill lay upon the right which have in bygone day be cut into a granite quarry .',)",,,0,test,8737,0
"('The face which be turn towards us form a dark cliff , with fern and bramble grow in its niche .',)",,,0,test,8738,0
"('From over a distant rise there float a gray plume of smoke .',)",,,0,test,8739,0
"(""`` A moderate walk along this moor-path bring us to Merripit House , '' say he ."",)",,,0,test,8740,0
"(""`` Perhaps you will spare an hour that I may have the pleasure of introduce you to my sister . ''"",)",,,0,test,8741,0
"(""My first thought be that I should be by Sir Henry 's side ."",)",,,0,test,8742,0
"('But then I remember the pile of paper and bill with which his study table be litter .',)",,,0,test,8743,0
"('It be certain that I could not help with those .',)",,,1,test,8744,1
"('And Holmes have expressly say that I should study the neighbour upon the moor .',)",,,0,test,8745,0
"(""I accept Stapleton 's invitation , and we turn together down the path ."",)",,,0,test,8746,0
"(""`` It be a wonderful place , the moor , '' say he , look round over the undulating down , long green roller , with crest of jag granite foam up into fantastic surge ."",)",,,0,test,8747,0
"('`` You never tire of the moor .',)",,,1,test,8748,1
"('You can not think the wonderful secret which it contain .',)",,,1,test,8749,1
"(""It be so vast , and so barren , and so mysterious . ''"",)",,,0,test,8750,0
"(""`` You know it well , then ? ''"",)",,,0,test,8751,0
"('`` I have only be here two year .',)",,,0,test,8752,0
"('The resident would call me a newcomer .',)",,,0,test,8753,0
"('We come shortly after Sir Charles settle .',)",,,0,test,8754,0
"(""But my taste lead me to explore every part of the country round , and I should think that there be few man who know it well than I do . ''"",)",,,0,test,8755,0
"(""`` Be it hard to know ? ''"",)",,,0,test,8756,0
"('`` Very hard .',)",,,0,test,8757,0
"('You see , for example , this great plain to the north here with the queer hill break out of it .',)",,,0,test,8758,0
"(""Do you observe anything remarkable about that ? ''"",)",,,0,test,8759,0
"(""`` It would be a rare place for a gallop . ''"",)",,,0,test,8760,0
"('`` You would naturally think so and the thought have cost several their life before now .',)",,,0,test,8761,0
"(""You notice those bright green spot scatter thickly over it ? ''"",)",,,0,test,8762,0
"(""`` Yes , they seem more fertile than the rest . ''"",)",,,0,test,8763,0
"('Stapleton laugh .',)",,,0,test,8764,0
"(""`` That be the great Grimpen Mire , '' say he ."",)",,,0,test,8765,0
"('`` A false step yonder mean death to man or beast .',)",,,0,test,8766,0
"('Only yesterday I see one of the moor pony wander into it .',)",,,0,test,8767,0
"('He never come out .',)",,,1,test,8768,1
"('I see his head for quite a long time crane out of the bog-hole , but it suck him down at last .',)",,,0,test,8769,0
"('Even in dry season it be a danger to cross it , but after these autumn rain it be an awful place .',)",,,0,test,8770,0
"('And yet I can find my way to the very heart of it and return alive .',)",,,0,test,8771,0
"(""By George , there be another of those miserable pony ! ''"",)",,,0,test,8772,0
"('Something brown be roll and toss among the green sedge .',)",,,0,test,8773,0
"('Then a long , agonize , writhe neck shot upward and a dreadful cry echo over the moor .',)",,,0,test,8774,0
"(""It turn me cold with horror , but my companion 's nerve seem to be strong than mine ."",)",,,0,test,8775,0
"(""`` It ' go ! '' say he ."",)",,,0,test,8776,0
"('`` The mire have him .',)",,,0,test,8777,0
"('Two in two day , and many more , perhaps , for they get in the way of go there in the dry weather and never know the difference until the mire have them in its clutch .',)",,,1,test,8778,1
"(""It ' a bad place , the great Grimpen Mire . ''"",)",,,0,test,8779,0
"(""`` And you say you can penetrate it ? ''"",)",,,0,test,8780,0
"('`` Yes , there be one or two path which a very active man can take .',)",,,0,test,8781,0
"(""I have find them out . ''"",)",,,0,test,8782,0
"(""`` But why should you wish to go into so horrible a place ? ''"",)",,,0,test,8783,0
"('`` Well , you see the hill beyond ?',)",,,0,test,8784,0
"('They be really island cut off on all side by the impassable mire , which have crawl round them in the course of year .',)",,,1,test,8785,1
"(""That be where the rare plant and the butterfly be , if you have the wit to reach them . ''"",)",,,0,test,8786,0
"(""`` I shall try my luck some day . ''"",)",,,0,test,8787,0
"('He look at me with a surprised face .',)",,,0,test,8788,0
"(""`` For God 's sake put such an idea out of your mind , '' say he ."",)",,,0,test,8789,0
"('`` Your blood would be upon my head .',)",,,0,test,8790,0
"('I assure you that there would not be the least chance of your come back alive .',)",,,1,test,8791,1
"(""It be only by remember certain complex landmark that I be able to do it . ''"",)",,,0,test,8792,0
"(""`` Halloa ! '' I cry ."",)",,,0,test,8793,0
"(""`` What be that ? ''"",)",,,0,test,8794,0
"('A long , low moan , indescribably sad , sweep over the moor .',)",,,1,test,8795,1
"('It fill the whole air , and yet it be impossible to say whence it come .',)",,,1,test,8796,1
"('From a dull murmur it swell into a deep roar , and then sink back into a melancholy , throb murmur once again .',)",,,0,test,8797,0
"('Stapleton look at me with a curious expression in his face .',)",,,0,test,8798,0
"(""`` Queer place , the moor ! '' say he ."",)",,,0,test,8799,0
"(""`` But what be it ? ''"",)",,,0,test,8800,0
"('`` The peasant say it be the Hound of the Baskervilles call for its prey .',)",,,0,test,8801,0
"(""I 've hear it once or twice before , but never quite so loud . ''"",)",,,1,test,8802,1
"('I look round , with a chill of fear in my heart , at the huge swelling plain , mottle with the green patch of rush .',)",,,0,test,8803,0
"('Nothing stir over the vast expanse save a pair of raven , which croak loudly from a tor behind us .',)",,,1,test,8804,1
"('`` You be an educate man .',)",,,0,test,8805,0
"(""You do n't believe such nonsense as that ? '' say I ."",)",,,1,test,8806,1
"(""`` What do you think be the cause of so strange a sound ? ''"",)",,,0,test,8807,0
"('`` Bog make queer noise sometimes .',)",,,0,test,8808,0
"(""It ' the mud settling , or the water rising , or something . ''"",)",,,0,test,8809,0
"(""`` No , no , that be a live voice . ''"",)",,,1,test,8810,1
"('`` Well , perhaps it be .',)",,,0,test,8811,0
"(""Do you ever hear a bittern booming ? ''"",)",,,0,test,8812,0
"(""`` No , I never do . ''"",)",,,1,test,8813,1
"(""`` It ' a very rare bird -- practically extinct -- in England now , but all thing be possible upon the moor ."",)",,,0,test,8814,0
"(""Yes , I should not be surprise to learn that what we have hear be the cry of the last of the bittern . ''"",)",,,1,test,8815,1
"(""`` It ' the weird , strange thing that ever I hear in my life . ''"",)",,,0,test,8816,0
"(""`` Yes , it ' rather an uncanny place altogether ."",)",,,1,test,8817,1
"('Look at the hillside yonder .',)",,,0,test,8818,0
"(""What do you make of those ? ''"",)",,,0,test,8819,0
"('The whole steep slope be cover with gray circular ring of stone , a score of them at least .',)",,,0,test,8820,0
"('`` What be they ?',)",,,0,test,8821,0
"(""Sheep-pens ? ''"",)",,,0,test,8822,0
"('`` No , they be the home of our worthy ancestor .',)",,,1,test,8823,1
"('Prehistoric man live thickly on the moor , and as no one in particular have live there since , we find all his little arrangement exactly as he leave them .',)",,,1,test,8824,1
"('These be his wigwam with the roof off .',)",,,0,test,8825,0
"('You can even see his hearth and his couch if you have the curiosity to go inside .',)",,,0,test,8826,0
"('`` But it be quite a town .',)",,,0,test,8827,0
"(""When be it inhabit ? ''"",)",,,0,test,8828,0
"(""`` Neolithic man -- no date . ''"",)",,,1,test,8829,1
"(""`` What do he do ? ''"",)",,,0,test,8830,0
"('`` He graze his cattle on these slope , and he learn to dig for tin when the bronze sword begin to supersede the stone axe .',)",,,0,test,8831,0
"('Look at the great trench in the opposite hill .',)",,,0,test,8832,0
"('That be his mark .',)",,,0,test,8833,0
"('Yes , you will find some very singular point about the moor , Dr. Watson .',)",,,0,test,8834,0
"('Oh , excuse me an instant !',)",,,0,test,8835,0
"(""It be surely Cyclopides . ''"",)",,,0,test,8836,0
"('A small fly or moth have flutter across our path , and in an instant Stapleton be rush with extraordinary energy and speed in pursuit of it .',)",,,0,test,8837,0
"('To my dismay the creature fly straight for the great mire , and my acquaintance never pause for an instant , bound from tuft to tuft behind it , his green net waving in the air .',)",,,1,test,8838,1
"('His gray clothe and jerky , zigzag , irregular progress make him not unlike some huge moth himself .',)",,,1,test,8839,1
"('I be stand watch his pursuit with a mixture of admiration for his extraordinary activity and fear l he should lose his footing in the treacherous mire , when I hear the sound of step and , turn round , find a woman near me upon the path .',)",,,0,test,8840,0
"('She have come from the direction in which the plume of smoke indicate the position of Merripit House , but the dip of the moor have hide her until she be quite close .',)",,,0,test,8841,0
"('I could not doubt that this be the Miss Stapleton of whom I have be tell , since lady of any sort must be few upon the moor , and I remember that I have hear someone describe her as be a beauty .',)",,,1,test,8842,1
"('The woman who approach me be certainly that , and of a most uncommon type .',)",,,1,test,8843,1
"('There could not have be a great contrast between brother and sister , for Stapleton be neutral tint , with light hair and gray eye , while she be dark than any brunette whom I have see in England -- slim , elegant , and tall .',)",,,1,test,8844,1
"('She have a proud , finely cut face , so regular that it might have seem impassive be it not for the sensitive mouth and the beautiful dark , eager eye .',)",,,1,test,8845,1
"('With her perfect figure and elegant dress she be , indeed , a strange apparition upon a lonely moorland path .',)",,,0,test,8846,0
"('Her eye be on her brother as I turn , and then she quicken her pace towards me .',)",,,0,test,8847,0
"('I have raise my hat and be about to make some explanatory remark when her own word turn all my thought into a new channel .',)",,,0,test,8848,0
"(""`` Go back ! '' she say ."",)",,,0,test,8849,0
"(""`` Go straight back to London , instantly . ''"",)",,,0,test,8850,0
"('I could only stare at her in stupid surprise .',)",,,0,test,8851,0
"('Her eye blaze at me , and she tap the ground impatiently with her foot .',)",,,1,test,8852,1
"(""`` Why should I go back ? '' I ask ."",)",,,0,test,8853,0
"(""`` I can not explain . ''"",)",,,1,test,8854,1
"('She speak in a low , eager voice , with a curious lisp in her utterance .',)",,,0,test,8855,0
"(""`` But for God 's sake do what I ask you ."",)",,,0,test,8856,0
"(""Go back and never set foot upon the moor again . ''"",)",,,1,test,8857,1
"(""`` But I have only just come . ''"",)",,,0,test,8858,0
"(""`` Man , man ! '' she cry ."",)",,,0,test,8859,0
"('`` Can you not tell when a warning be for your own good ?',)",,,1,test,8860,1
"('Go back to London !',)",,,0,test,8861,0
"('Start tonight !',)",,,0,test,8862,0
"('Get away from this place at all cost !',)",,,0,test,8863,0
"('Hush , my brother be come !',)",,,0,test,8864,0
"('Not a word of what I have say .',)",,,1,test,8865,1
"(""Would you mind get that orchid for me among the mare's-tail yonder ?"",)",,,0,test,8866,0
"(""We be very rich in orchid on the moor , though , of course , you be rather late to see the beauty of the place . ''"",)",,,0,test,8867,0
"('Stapleton have abandon the chase and come back to us breathing hard and flush with his exertion .',)",,,0,test,8868,0
"(""`` Halloa , Beryl ! '' say he , and it seem to me that the tone of his greeting be not altogether a cordial one ."",)",,,1,test,8869,1
"(""`` Well , Jack , you be very hot . ''"",)",,,0,test,8870,0
"('`` Yes , I be chase a Cyclopides .',)",,,0,test,8871,0
"('He be very rare and seldom find in the late autumn .',)",,,0,test,8872,0
"(""What a pity that I should have miss him ! ''"",)",,,0,test,8873,0
"('He speak unconcernedly , but his small light eye glance incessantly from the girl to me .',)",,,1,test,8874,1
"(""`` You have introduce yourselves , I can see . ''"",)",,,0,test,8875,0
"('`` Yes .',)",,,0,test,8876,0
"(""I be tell Sir Henry that it be rather late for him to see the true beauty of the moor . ''"",)",,,0,test,8877,0
"(""`` Why , who do you think this be ? ''"",)",,,0,test,8878,0
"(""`` I imagine that it must be Sir Henry Baskerville . ''"",)",,,0,test,8879,0
"(""`` No , no , '' say I ."",)",,,1,test,8880,1
"('`` Only a humble commoner , but his friend .',)",,,0,test,8881,0
"(""My name be Dr. Watson . ''"",)",,,0,test,8882,0
"('A flush of vexation pass over her expressive face .',)",,,0,test,8883,0
"(""`` We have be talk at cross purpose , '' say she ."",)",,,0,test,8884,0
"(""`` Why , you have not very much time for talk , '' her brother remark with the same question eye ."",)",,,1,test,8885,1
"(""`` I talk as if Dr. Watson be a resident instead of be merely a visitor , '' say she ."",)",,,0,test,8886,0
"('`` It can not much matter to him whether it be early or late for the orchid .',)",,,1,test,8887,1
"(""But you will come on , will you not , and see Merripit House ? ''"",)",,,0,test,8888,0
"('A short walk bring us to it , a bleak moorland house , once the farm of some grazier in the old prosperous day , but now put into repair and turn into a modern dwelling .',)",,,0,test,8889,0
"('An orchard surround it , but the tree , as be usual upon the moor , be stunt and nip , and the effect of the whole place be mean and melancholy .',)",,,0,test,8890,0
"('We be admit by a strange , wizened , rusty-coated old manservant , who seem in keep with the house .',)",,,0,test,8891,0
"('Inside , however , there be large room furnish with an elegance in which I seem to recognize the taste of the lady .',)",,,0,test,8892,0
"('As I look from their window at the interminable granite-flecked moor rolling unbroken to the farth horizon I could not but marvel at what could have bring this highly educate man and this beautiful woman to live in such a place .',)",,,1,test,8893,1
"(""`` Queer spot to choose , be it not ? '' say he as if in answer to my thought ."",)",,,0,test,8894,0
"(""`` And yet we manage to make ourselves fairly happy , do we not , Beryl ? ''"",)",,,0,test,8895,0
"(""`` Quite happy , '' say she , but there be no ring of conviction in her word ."",)",,,1,test,8896,1
"(""`` I have a school , '' say Stapleton ."",)",,,0,test,8897,0
"('`` It be in the north country .',)",,,0,test,8898,0
"(""The work to a man of my temperament be mechanical and uninteresting , but the privilege of living with youth , of help to mould those young mind , and of impress them with one 's own character and ideal be very dear to me ."",)",,,1,test,8899,1
"('However , the fate be against us .',)",,,0,test,8900,0
"('A serious epidemic break out in the school and three of the boy die .',)",,,0,test,8901,0
"('It never recover from the blow , and much of my capital be irretrievably swallow up .',)",,,1,test,8902,1
"('And yet , if it be not for the loss of the charming companionship of the boy , I could rejoice over my own misfortune , for , with my strong taste for botany and zoology , I find an unlimited field of work here , and my sister be as devote to Nature as I be .',)",,,1,test,8903,1
"(""All this , Dr. Watson , have be bring upon your head by your expression as you survey the moor out of our window . ''"",)",,,0,test,8904,0
"(""`` It certainly do cross my mind that it might be a little dull -- less for you , perhaps , than for your sister . ''"",)",,,0,test,8905,0
"(""`` No , no , I be never dull , '' say she quickly ."",)",,,1,test,8906,1
"('`` We have book , we have our study , and we have interesting neighbour .',)",,,0,test,8907,0
"('Dr. Mortimer be a most learned man in his own line .',)",,,0,test,8908,0
"('Poor Sir Charles be also an admirable companion .',)",,,0,test,8909,0
"('We know him well and miss him more than I can tell .',)",,,0,test,8910,0
"(""Do you think that I should intrude if I be to call this afternoon and make the acquaintance of Sir Henry ? ''"",)",,,0,test,8911,0
"(""`` I be sure that he would be delighted . ''"",)",,,0,test,8912,0
"('`` Then perhaps you would mention that I propose to do so .',)",,,0,test,8913,0
"('We may in our humble way do something to make thing more easy for him until he become accustom to his new surrounding .',)",,,0,test,8914,0
"('Will you come upstair , Dr. Watson , and inspect my collection of Lepidoptera ?',)",,,0,test,8915,0
"('I think it be the most complete one in the south-west of England .',)",,,0,test,8916,0
"(""By the time that you have look through them lunch will be almost ready . ''"",)",,,0,test,8917,0
"('But I be eager to get back to my charge .',)",,,0,test,8918,0
"('The melancholy of the moor , the death of the unfortunate pony , the weird sound which have be associate with the grim legend of the Baskervilles , all these thing tinge my thought with sadness .',)",,,1,test,8919,1
"('Then on the top of these more or less vague impression there have come the definite and distinct warning of Miss Stapleton , deliver with such intense earnestness that I could not doubt that some grave and deep reason lay behind it .',)",,,1,test,8920,1
"('I resist all pressure to stay for lunch , and I set off at once upon my return journey , take the grass-grown path by which we have come .',)",,,0,test,8921,0
"('It seem , however , that there must have be some short cut for those who know it , for before I have reach the road I be astounded to see Miss Stapleton sit upon a rock by the side of the track .',)",,,0,test,8922,0
"('Her face be beautifully flush with her exertion and she hold her hand to her side .',)",,,0,test,8923,0
"(""`` I have run all the way in order to cut you off , Dr. Watson , '' say she ."",)",,,0,test,8924,0
"('`` I have not even time to put on my hat .',)",,,1,test,8925,1
"('I must not stop , or my brother may miss me .',)",,,1,test,8926,1
"('I want to say to you how sorry I be about the stupid mistake I make in think that you be Sir Henry .',)",,,0,test,8927,0
"(""Please forget the word I say , which have no application whatever to you . ''"",)",,,1,test,8928,1
"(""`` But I ca n't forget them , Miss Stapleton , '' say I ."",)",,,1,test,8929,1
"(""`` I be Sir Henry 's friend , and his welfare be a very close concern of mine ."",)",,,0,test,8930,0
"(""Tell me why it be that you be so eager that Sir Henry should return to London . ''"",)",,,0,test,8931,0
"(""`` A woman 's whim , Dr. Watson ."",)",,,0,test,8932,0
"(""When you know me good you will understand that I can not always give reason for what I say or do . ''"",)",,,1,test,8933,1
"('`` No , no .',)",,,1,test,8934,1
"('I remember the thrill in your voice .',)",,,0,test,8935,0
"('I remember the look in your eye .',)",,,0,test,8936,0
"('Please , please , be frank with me , Miss Stapleton , for ever since I have be here I have be conscious of shadow all round me .',)",,,0,test,8937,0
"('Life have become like that great Grimpen Mire , with little green patch everywhere into which one may sink and with no guide to point the track .',)",,,1,test,8938,1
"(""Tell me then what it be that you mean , and I will promise to convey your warning to Sir Henry . ''"",)",,,0,test,8939,0
"('An expression of irresolution pass for an instant over her face , but her eye have harden again when she answer me .',)",,,0,test,8940,0
"(""`` You make too much of it , Dr. Watson , '' say she ."",)",,,0,test,8941,0
"('`` My brother and I be very much shock by the death of Sir Charles .',)",,,0,test,8942,0
"('We know him very intimately , for his favourite walk be over the moor to our house .',)",,,0,test,8943,0
"('He be deeply impressed with the curse which hang over the family , and when this tragedy come I naturally feel that there must be some ground for the fear which he have express .',)",,,0,test,8944,0
"('I be distress therefore when another member of the family come down to live here , and I feel that he should be warn of the danger which he will run .',)",,,0,test,8945,0
"('That be all which I intend to convey .',)",,,0,test,8946,0
"(""`` But what be the danger ? ''"",)",,,0,test,8947,0
"(""`` You know the story of the hound ? ''"",)",,,0,test,8948,0
"(""`` I do not believe in such nonsense . ''"",)",,,1,test,8949,1
"('`` But I do .',)",,,0,test,8950,0
"('If you have any influence with Sir Henry , take him away from a place which have always be fatal to his family .',)",,,0,test,8951,0
"('The world be wide .',)",,,0,test,8952,0
"(""Why should he wish to live at the place of danger ? ''"",)",,,0,test,8953,0
"('`` Because it be the place of danger .',)",,,0,test,8954,0
"(""That be Sir Henry 's nature ."",)",,,0,test,8955,0
"(""I fear that unless you can give me some more definite information than this it would be impossible to get him to move . ''"",)",,,1,test,8956,1
"(""`` I can not say anything definite , for I do not know anything definite . ''"",)",,,1,test,8957,1
"('`` I would ask you one more question , Miss Stapleton .',)",,,0,test,8958,0
"('If you mean no more than this when you first speak to me , why should you not wish your brother to overhear what you say ?',)",,,1,test,8959,1
"(""There be nothing to which he , or anyone else , could object . ''"",)",,,1,test,8960,1
"('`` My brother be very anxious to have the Hall inhabit , for he think it be for the good of the poor folk upon the moor .',)",,,0,test,8961,0
"('He would be very angry if he know that I have say anything which might induce Sir Henry to go away .',)",,,0,test,8962,0
"('But I have do my duty now and I will say no more .',)",,,1,test,8963,1
"('I must go back , or he will miss me and suspect that I have see you .',)",,,0,test,8964,0
"(""Good-bye ! ''"",)",,,0,test,8965,0
"('She turn and have disappear in a few minute among the scatter boulder , while I , with my soul full of vague fear , pursue my way to Baskerville Hall .',)",,,0,test,8966,0
"('Chapter 8. First Report of Dr. Watson',)",,,0,test,8967,0
"('From this point onward I will follow the course of event by transcribe my own letter to Mr. Sherlock Holmes which lie before me on the table .',)",,,0,test,8968,0
